content,rating,processed_review
"suka sama wanginya, semoga tahan lama 👌",5,suka sama moga tahan lama okhand
thankyouuu mykonos aku dapet harga 20ribu ajaa,5,thankyouuu mykonos aku dapet harga ribu ajaa
"Packing sangat aman, kemasan elegan. So far suka wanginya, sesuai dengan deskripsi.",5,packing sangat aman kemas elegan so far suka sesuai dengan deskripsi
"Suka banget wanginya ga terlalu strong dan nyaman dihidung, wanginya juga awet ☺️",5,suka banget ga terlalu strong dan nyaman hidung juga awet smilingface
"Lgsg beli 3 krn sering sold out. Krn emg sesuka itu sama wangi nya, dan super awet di aku. Eh pas sampe rmh paketnya trnyata dikasi bonus byk bgt. Makin cinta dehhhh 🥰🥰",5,lgsg beli krn sering sold out krn emg suka itu sama wangi dan super awet di aku eh pas sampe rmh trnyata kasi bonus byk bgt makin cinta dehhhh smilingfacewithhearts smilingfacewithhearts
wanginya suka ga terlalu menyengat. good perfume. trs katanya PO 30 hari tp cpt bgt dikirimnya thanks ya.,5,suka ga terlalu sengat good perfume trs po hari tp cpt bgt thanks ya
"kurang terasa vanilanya, rasa lebih kayak kayu",3,kurang asa rasa lebih kayak kayu
Loveeeeee wanginyaaa!!!!✨💗 dapet free parfum eau de toilettenyaaaa baek bgttt!!🥰🥰🥰 thankssszzs,5,loveeeeee wanginyaaa sparkles growingheart dapet free parfum eau de toilettenyaaaa baek bgttt smilingfacewithhearts smilingfacewithhearts smilingfacewithhearts thankssszzs
"wanginya pedes, mnrtku vanilla nya kurang kuat, ketahanan juga bentar",5,pedes mnrtku vanilla kurang kuat tahan juga bentar
"Untuk niche yg gourmand mykonos ga pernah gagal. Enak banget. Wangi renpah dan vanilanya enak banget, nenangin",5,untuk niche yg gourmand mykonos ga pernah gagal enak banget wangi renpah dan enak banget nenangin
wanginya enak bgt di akhir walaupun wangi awalnya kaya jamu tapi di akhir manis bgt,5,enak bgt di akhir walaupun wangi kaya jamu tapi di akhir manis bgt
"Super cepat deliverynya, plus dapat sample minyak wangi yg lain., best!!!!!",5,super cepat plus dapat sample minyak wangi yg lain best
Cepet bgt pengirimannya kirain po30 hari beneran,5,cepet bgt kirain po hari beneran
"review jujur : ""Bonfire Vanila"" aroma 0-15 menit : jamu rempah bubuk + cabe (buat awal strong parah aromanya) 15 menit - seterusnya : vanilla + marshmellow (begitu dry down uhhhh, vanilanya SUPER enak) ketahanan asli ini gokil, semprot d kulit bisa sampe 12 jam (dalam ruangan ber AC) catatan : karena EDP so, jelas berminyak saran gw jangan pake baju putih saat pakai ini Bonfire Vanila karena bagian leher pada baju bisa jd kena semprotan parfume dan hasilnya bercak-bercak (susah hilang, walau lu cuci tu baju pke pemutih pakaian). parfume yg UNIK dan buat yg doyan kluar malem, ni parfume bisa lu keep.",4,review jujur bonfire vanila aroma menit jamu rempah bubuk cabe buat awal strong parah menit vanilla marshmellow begitu dry down uhhhh super enak tahan asli ini gokil semprot d kulit bisa sampe jam dalam ruang ber ac catat karena edp so jelas minyak saran gw jangan pake baju putih saat pakai ini bonfire vanila karena bagi leher pada baju bisa jd kena semprot parfume dan bercakbercak susah hilang walau lu cuci tu baju pke mutih pakai parfume yg unik dan buat yg doyan kluar malem ni parfume bisa lu keep
Mantap barang sesuai deskripsi dan cepat dikirim,5,mantap barang sesuai deskripsi dan cepat kirim
"Suka banget sm wanginya! Reminds me of magiel's by the fireplace tapiii lbh sweet & warm. In terms of longevity, di kulitku so-so",5,suka banget sm reminds me of magiels by the fireplace tapiii lbh sweet warm in terms of longevity di kulit soso
ketahanannya ok dan nyebar banget. cocok buat parfum di malam hari,4,ok dan nyebar banget cocok buat parfum di malam hari
"wangi nya agak cloying , 1 spray aja terasa kali dan bintang 1 buntung pengiriman j&t , melewati batas max estimasi tiba , dari Minggu sudah tiba di kota tujuan, kamis sore baru diantar",4,wangi agak cloying spray aja asa kali dan bintang buntung kirim jt lewat batas max estimasi tiba dari minggu sudah tiba di kota tuju kamis sore baru antar
"As always, selalu enak wanginya. Saran aja, proses pengemasannya kalau bisa di percepat. Supaya gk kelamaan nunggu",5,as always selalu enak saran aja proses kalau bisa di cepat supaya gk lama nunggu
Aq suka wangix... lbh kuat aroma kayux tp d campur vanilla jd manis so 'ga bikin pusing,5,aq suka wangix lbh kuat aroma kayux tp d campur vanilla jd manis so ga bikin pusing
"mantap, cepat sampainya dan dapat bonus. wanginya ok tapi lebih suka SENJA",5,mantap cepat dan dapat bonus ok tapi lebih suka senja
wangi nya lebih maskulin dan ini prrfume yang pas untuk jalan ke acara yg formal,5,wangi lebih maskulin dan ini prrfume yang pas untuk jalan ke acara yg formal
i love the smokiness that came soon after you spray it on your skin. it last almost 8 hours on my skin,5,i love the smokiness that came soon after you spray it on your skin it last almost hours on my skin
"Bau nya kayak kayu banget mirip pensil yg baru di raut gitu loh. Ada memang parfum wangi wood (kayu), tapi ya gak gini juga baunya. Judulnya vanilla kan tapi wangi vanillanya tipis sekali. Beli ini krn influencer parfum di ig, tapi nyatanya ZONK!. Emang jangan percaya influencer2, yah namanya orang bayaran untuk promoin produk. yah ga selera saya aja sih wangi ini, bikin pusing.",2,bau kayak kayu banget mirip pensil yg baru di raut gitu loh ada memang parfum wangi wood kayu tapi ya gak gin juga vanilla kan tapi wangi tipis sekali beli ini krn influencer parfum di ig tapi zonk emang jangan percaya influencer yah orang bayar untuk promoin produk yah ga selera saya aja sih wangi ini bikin pusing
"Kurang suka sama top notesnya, tp lama juga sih baunya",5,kurang suka sama top tp lama juga sih
"wangi vanilla yg ga pasaran, ada woody, spicy, sama smokynya. bener2 enak",5,wangi vanilla yg ga pasar ada woody spicy sama bener enak
ketagihan beli dan beli dan beli...anak2 ku cowok semua...baunya awett sampai 3 hari..recomended,5,tagih beli dan beli dan beli anak ku cowok semua awett sampai harirecomended
"Wangi nya too strong, more spicy than vanilla, klo nyari yg vanilla bgt, jgn pilih ini, pilih variant lain",5,wangi too strong more spicy than vanilla klo nyari yg vanilla bgt jgn pilih ini pilih variant lain
spl fine overall nice 9/10👍,5,spl fine overall nice thumbsup
bonfire vanilla ini udh order yg ke2 x. gak salah pilih. cocok,5,bonfire vanilla ini udh order yg ke x gak salah pilih cocok
Rasa alkoholnya masih terasa banget,3,rasa masih asa banget
GILAAAA ENAK BANGET VANILLANYAAA TOLONG PERTAHANIN DOSIS PARFUMENYA ❤️❤️❤️,5,gilaaaa enak banget vanillanyaaa tolong pertahanin dosis redheart redheart redheart
bagus gaby suka sama wanginya,5,bagus gaby suka sama
"baunya manis, klo suka manis cocok",5,manis klo suka manis cocok
Keren banget deh pelayanannya 👏🏻. Jadi mikir dua kali deh kalo mau beli lagi,1,keren banget deh clappinghandslightskintone jadi mikir dua kali deh kalo mau beli lagi
"wanginya enak, vanilla smooky bold diawal, lama2 jadi lembut..awet puuun..",5,enak vanilla smooky bold awal lama jadi lembutawet puuun
cokelat nya terasa segar manis vanilla,5,cokelat asa segar manis vanilla
wanginya enak & tahan lama 👍,5,enak tahan lama thumbsup
vanillanya lagi nyari ini semoga aja cocok,5,lagi nyari ini moga aja cocok
By The Fireplace on Budget 🫡,5,by the fireplace on budget salutingface
"selalu suka dg produk mykonos, ga pernh mengecewakan. order hari sabtu, hari selasa pesanan sdh diterima dan dapat tester dark secret. terima kasih seller.",5,selalu suka dg produk mykonos ga pernh kecewa order hari sabtu hari selasa pesan sdh terima dan dapat tester dark secret terima kasih seller
Standar Lokal...Wangi biasa. Sesuai harga.,3,standar lokal wangi biasa sesuai harga
Kurirnya lama banget Percuma pilih pengiriman sameday,2,lama banget percuma pilih kirim sameday
Mantappppp!!! Mksh atas bonusnya. sukses slalu!!,5,mantappppp mksh atas sukses slalu
ini parfum either love it or hate it.,4,ini parfum either love it or hate it
"semoga cocok buat hadiah, thks bonusnya btw",5,moga cocok buat hadiah thks btw
"barang sesuai apa yang di harapkan, thanks",5,barang sesuai apa yang di harap thanks
mantep banget Wangi pelukble bangeet ❤️❤️❤️,5,mantep banget wangi pelukble bangeet redheart redheart redheart
wangi Vanila nya muncul di akhir,5,wangi vanila muncul di akhir
terima kasih bonus enchantednya kaka,5,terima kasih bonus kaka
sdh repeat order. bakal repeat terus 🤎🤎,5,sdh repeat order bakal repeat terus brownheart brownheart
wangi nya oke...,5,wangi oke
Suka sama wanginya. Lumayan tahan lama,5,suka sama lumayan tahan lama
Smoky Vanilla.. pengiriman cepat..,5,smoky vanilla kirim cepat
love it aja. makasih bonusnya kakak,5,love it aja makasih kakak
Sesuai ekspektasi!! 🔥🔥🔥🔥,5,sesuai ekspektasi fire fire fire fire
Wangi banget parfumnya,5,wangi banget
Wanginya enak parah si,5,enak parah si
syuuka sm bau ny,5,syuuka sm bau ny
wangi pas Drydownnya mantap,5,wangi pas mantap
<3,5,
yg ini okeeee... sukaaakkkk dunxx...,5,yg ini okeeee sukaaakkkk dunxx
wangi wangi,5,wangi wangi
wangi,5,wangi
ENAK JOSS,5,enak joss
gokill..,5,gokill
gacor kang,5,gacor kang
rempah sekali.....😭,5,rempah sekali loudlycryingface
mantap,5,mantap
Mantulllll...wangi nya cool😉👌👍,5,mantulllll wangi cool winkingface okhand thumbsup
mykonos terbaek!!,5,mykonos terbaek
takjub sama aromadry downny..,5,takjub sama aromadry downny
🔥🔥🔥🔥🔥,5,fire fire fire fire fire
pelayanan-nya baik.,5,baik
pengiriman sangat cepat,5,kirim sangat cepat
wangi nya enak,5,wangi enak
barang sesuai,5,barang sesuai
Alhamdulillah berkah,5,alhamdulillah berkah
oke sip,5,oke sip
Dapet bonus 2 keren bet,5,dapet bonus keren bet
thanks !!,5,thanks
wangi nya unik seh,5,wangi unik seh
baunya aneh,3,aneh
wanginya enak,5,enak
cocok wanginya,5,cocok
mantap banyak bonus pulaa,5,mantap banyak bonus pulaa
too sweet for my liking,4,too sweet for my liking
the best,5,the best
wanginya enak.,5,enak
Aaaa wanginya enak🥹,5,aaaa enak faceholdingbacktears
kurang suka sama aromanya sih,3,kurang suka sama sih
Kurang suka sama wanginya,3,kurang suka sama
Enak wanginya.,5,enak
Wangi banget,5,wangi banget
sudah sampai terima Kasih,5,sudah sampai terima kasih
"the best, thank u!",5,the best thank u
muantap,5,muantap
bagus,5,bagus
pembelian kdua,5,beli kdua
Best bgt,5,best bgt
Wa,5,wa
mantap baunya,5,mantap
mantap,5,mantap
SPL beast,5,spl beast
vanilla smoky woody,5,vanilla smoky woody
mantappp,5,mantappp
suka sama wanginya,5,suka sama
nice,5,nice
nice,5,nice
lihat bintang saja,5,lihat bintang saja
mantaps,5,mantaps
lop lah 🤍,5,lop lah whiteheart
okee,5,okee
mantapppp,5,mantapppp
lumayan sih,5,lumayan sih
uhuyy sedapp,5,uhuyy sedapp
Enaaaaaaaaaakkkk wanginya,5,enaaaaaaaaaakkkk
👍👍👍,5,thumbsup thumbsup thumbsup
