content,rating,processed_review
"Alhamdulillah.... cantik bgt ini kemasan.. sayang bgt loh klo di buka.. huhuhu... sebelom nyaa udah beli yg wangi sotb.. enyaak bgt,, tahan lamaa.. makanyaa pgn beli wangi yg laen.. semoga enak ya.. next order lg.. makasi ya ka",5,alhamdulillah cantik bgt ini kemas sayang bgt loh klo di buka huhuhu bom nyaa udah beli yg wangi sotb enyaak bgt tahan lamaa makanyaa pgn beli wangi yg laen moga enak ya next order lg makas ya ka
"harum banget parfumnya, tahan lama, suka sama packagingnya karena sebagus itu, plus dapet tester varian lain juga 👍🏻",5,harum banget tahan lama suka sama karena bagus itu plus dapet tester varian lain juga thumbsuplightskintone
tidak pernah mengecewakan. ga tau udh berapa kali beli LOUI dan bener2 seenak itu. apalagi dikasih bonus wangi varian baru Xocolatl. Makin pengen beli varian lain cuma masih stuk di LOUI. mantap 🤞 terima kasih bonusnya kk 💜,5,tidak pernah kecewa ga tau udh berapa kali beli loui dan bener enak itu apalagi kasih bonus wangi varian baru xocolatl makin ken beli varian lain cuma masih stuk di loui mantap crossedfingers terima kasih kk purpleheart
"terima kasih! barang sampai sesuai pesanan, packing rapih & aman. sampai lebih cepat dr waktu perkiraan (tapi maap karna baru sempet ngulas). wanginya tidak menyengat, bonus tester juga, makasi ^^ sukses & sehat selalu",5,terima kasih barang sampai sesuai pesan packing rapih aman sampai lebih cepat dr waktu kira tapi maap karna baru sempet ngulas tidak sengat bonus tester juga makas sukses sehat selalu
"suka bgt, pas awal beli 5ml dulu takut gk cocok sama wanginya, pas nyampe kok langsung coco, jadi wee besoknya langsung order yg ini. sebagai cowo dan org awam sama parfume, menurutku diawal semprot tuh emang cewe banget baunya ""rose"" gitu deh, tapi lama2 kok jadi enak baunya gk se feminim itu, masuk ke idung sopan banget wanginya. dapet tester omnium juga, coba aja dijual versi testernya, jadi bisa nyobain dulu, klo yg 5ml buat tester terlalu banyak deh, semoga ada deh kedepannya. oh iyaa buat ketahannya louis ini cukup lama juga, ampe seharian nempel di baju hehehe",5,suka bgt pas awal beli ml dulu takut gk cocok sama pas nyampe kok langsung coco jadi wee langsung order yg ini bagai cowo dan org awam sama parfume turut awal semprot tuh emang cewe banget rose gitu deh tapi lama kok jadi enak gk se feminim itu masuk ke idung sopan banget dapet tester omnium juga coba aja jual versi jadi bisa nyobain dulu klo yg ml buat tester terlalu banyak deh moga ada deh oh iyaa buat louis ini cukup lama juga ampe hari nempel di baju hehehe
"First impressions liat packagingnya keren banget sih.. kayak parfum mahall, padahal harganya gak sampe 200rb 😍😍😍 Wanginya lebih dominan ke wangi bunga, ini baru mau coba semoga wanginya awet ya. Dapat tester yg saff, parfumnya lebih cocok untuk pria (padahal berharap dapat yang S.O.T.B 🤭) Next mau coba varian lain.",5,first impressions liat keren banget sih kayak parfum mahall padahal gak sampe rb smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes lebih dominan ke wangi bunga ini baru mau coba moga awet ya dapat tester yg saff lebih cocok untuk pria padahal harap dapat yang sotb facewithhandovermouth next mau coba varian lain
"yg ini wanginya floral bet tapi lama2 sweet enak ga bikin pusing. aromanya sopan bgt, lembut. ketahanan 4jam an lah indor",5,yg ini floral bet tapi lama sweet enak ga bikin pusing sopan bgt lembut tahan jam an lah indor
"Tidak bisa di deskripsikan dengan kata2, yg jelas wangi nya mewah segar tdk pasaran sprti ""khas"" parfume dari Saff&Co. Must try!",5,tidak bisa di deskripsi dengan kata yg jelas wangi mewah segar tdk pasar sprti khas parfume dari saffco must try
"Tahan lama bisa sampai 8 jam. Kalau di semprot di baju, hemmm walaupun di gantungan masih kecium harum",5,tahan lama bisa sampai jam kalau di semprot di baju hemmm walaupun di gantung masih cium harum
"Dapet tester dua duanya wanginya sama huhu harusnya namanya tester beda2 atuh 🥲 tp yawes gapapa, testernya wanginya manis bgt",5,dapet tester dua sama huhu tester beda atuh smilingfacewithtear tp yawes gapapa manis bgt
repuchase ini udh 3 kali..biasa beli yg mini..travel pack friendly..skrg pen yg gede biar ga cepet abis.. gomawoo seller dikasih free sampel.. so happy,5,repuchase ini udh kalibiasa beli yg minitravel pack friendlyskrg pen yg gede biar ga cepet abis gomawoo seller kasih free sampel so happy
"Udah beli yang mini size, pas tau wanginya cocok jadi beli yg full size wangi awet seharian sukaa 💖",5,udah beli yang mini size pas tau cocok jadi beli yg full size wangi awet hari sukaa sparklingheart
lagi suka sama saff n co dong.. awal ikut preorder yg STOB dan penasaran dengan Loui ternyata tidak zonk.. sukaa sama wangiyaaa..,5,lagi suka sama saff n co dong awal ikut preorder yg stob dan penasaran dengan loui nyata tidak zonk sukaa sama wangiyaaa
suka bangetttt baunya. seller juga ramah minta tester yang beda varian juga d kasih biar bisa order lg klo cocok. emg best,5,suka bangetttt seller juga ramah minta tester yang beda varian juga d kasih biar bisa order lg klo cocok emg best
"setelah coba beli yg 5ml (coco & loui). skrg coba beli ukuran 30ml (loui&troupe), dapet bonus sample 2 botol ukuran kecil yg belum pernah dibeli, terima kasih. semua wanginya okee.",5,telah coba beli yg ml coco loui skrg coba beli ukur ml louitroupe dapet bonus sample botol ukur kecil yg belum pernah beli terima kasih semua okee
"lucu banget pokoknya,wanginya jugaa cewek banget, kalem, dan tahan lama🤍",5,lucu banget jugaa cewek banget kalem dan tahan lama whiteheart
pengemasan rapih dan pengiriman tepat waktu.. dapat bonus vial parfum 🥰,5,emas rapih dan kirim tepat waktu dapat bonus vial parfum smilingfacewithhearts
"SUKAKKK & SESUAI EKPEKTASI 😩😩😍 wangi nya tuh bunga sekali, tapi ngga yg manis bgt, manisnya sopan bgt pas disemprot. Dapet sampel Las pozas, wanginya kek menyan tapi harum??? wangi seger sih, kek parfum bapak² mau soljum hehe (sesuai selera masing² sih). aku pribadi lebih suka aroma sicantik loui!!!🥺💞",5,sukakkk sesuai ekpektasi wearyface wearyface smilingfacewithhearteyes wangi tuh bunga sekali tapi ngga yg manis bgt sopan bgt pas semprot dapet sampel las pozas kek menyan tapi harum wangi seger sih kek parfum bapak mau soljum hehe sesuai selera masing sih aku pribadi lebih suka aroma sicantik loui pleadingface revolvinghearts
"Enak banget wanginya, gapapa dapet vialnya sotb, nungguin sotb ready ketinggalan muluuu 😭",5,enak banget gapapa dapet sotb nungguin sotb ready tinggal muluuu loudlycryingface
"wangi bnget, aroma bunga tp fresh, tahan lama thanx seller n tokped",5,wangi bnget aroma bunga tp fresh tahan lama thanx seller n tokped
Paling suka sama LOUI. wanginya segerrr... tapi lembut jugaaa... ❤,5,paling suka sama loui segerrr tapi lembut jugaaa redheart
Wanginya sesuai dengan deskripsi yg aku bayangkan. Super luv belinya borong ga pake mikir. Cus mau coba yg lain juga ah,5,sesuai dengan deskripsi yg aku bayang super luv borong ga pake mikir cus mau coba yg lain juga ah
"sukaaaa, adalah komen yg tdk membantu 🙈 sebelumnya beli tester Loui, Omnia, dan satu lagi apa lupa namanya, tp ini memutuskan utk beli Loui yg 30ml, krn di antara ketiganya Loui yg lumayan tahan lama, dan wanginya enak tp kalem",5,sukaaaa adalah komen yg tdk bantu seenoevilmonkey beli tester loui omnia dan satu lagi apa lupa tp ini putus utk beli loui yg ml krn di antara loui yg lumayan tahan lama dan enak tp kalem
paket baru datang. baru diendus sih enak wanginya. except parfum gratisnya wanginya terlalu berlebihan for me.,5,paket baru datang baru endus sih enak except parfum terlalu lebih for me
"sudah pesen bbrp kali , ini pesen lagi wangi lembut dan enak...tahan lama ak suka",5,sudah sen bbrp kali ini sen lagi wangi lembut dan enak tahan lama ak suka
"Setelah mencoba berbagai sample parfum brand ini, saya putuskan untuk membeli Loui dan Troupe. Saya pakai sehari-hari diselingi dengan Troupe. Harganya juga terjangkau dan aromanya cocok di saya. Kekurangannya, saya harus menyemprotkan ulang parfum setiap 2/3 jam jika ingin aromanya bertahan seharian, jatuhnya seperti memakai body mist yang aromanya tidak bertahan lama. namun dengan harga yang ditawarkan, saya bisa memaklumi.",4,telah coba bagai sample parfum brand ini saya putus untuk beli loui dan troupe saya pakai seharihari ling dengan troupe juga jangkau dan cocok di saya saya harus semprot ulang parfum tiap jam jika ingin tahan hari seperti pakai body mist yang tidak tahan lama namun dengan harga yang tawar saya bisa maklum
"sampai dengan selamat. wanginya enak, dapet tester varian lain yang g kalah enaknya. makasih seller",5,sampai dengan selamat enak dapet tester varian lain yang g kalah makasih seller
"Suka sama wanginya, flowerly, seger, beneran enak wanginya, lumayan tahan 4 jam lah",5,suka sama flowerly seger beneran enak lumayan tahan jam lah
wanginya bunga bungaan yg segerrr. awal semprot emg strong bgt tp ga lama langsung jadi lebih light wanginya. tahan lama banget mantap,5,bunga bunga yg segerrr awal semprot emg strong bgt tp ga lama langsung jadi lebih light tahan lama banget mantap
"sebelumnya beli sotb tapi menurutku diawal semprot agak bikin pusing walaupun diakhir bau vanila, kalo loui ini awal semprot bau mawar lama lama powdery trs kayak ada vanilanya, dibuat poundfit keringetan masih wangi sampe 7 jam lah kira2, dapet harga promo, seneng bgt",5,beli sotb tapi turut awal semprot agak bikin pusing walaupun akhir bau vanila kalo loui ini awal semprot bau mawar lama lama powdery trs kayak ada buat poundfit keringetan masih wangi sampe jam lah kira dapet harga promo neng bgt
"dari sotb, *** pozas, xocol, dan sekarang lagi terobsesi sama loui, loph banget pokoknya sama saff & co. oya ofkros selalu dapet free sample pastinya https://tokopedia.link/D4QiQjUoKHb",5,dari sotb pozas xocol dan sekarang lagi obsesi sama loui loph banget sama saff co oya ofkros selalu dapet free sample https tokopedialinkdqiqjuokhb
"gilaaa.. gilaa SAFF&Co.. Hands up buat tim nya.. udh ga tau lagi mau gimana.. ini yg kelima kali nya aku re-purchase dengan wangi dan varian yg sama yaitu LOUI. Dari yg packaging nya sederhana sampe packaging yg mewah banget.. gila2 mo nangis 😭😭 Untuk wangi: ga perlu diraguin lagi. soalnya tiap aku lewat langsung pada ngeliatin.. Apalagi yang varian LOUI ini.. Beuhhh, wangi nya seger banget kaya abis mandi. Memang awal2 kaya bau parfum murah biasa, tapi makin lama, apalagi makin keringetan, makin keluar wangi nya.. untuk ketahanan: bisa tahan 6-8 jam tanpa re-apply. se lama itu dia tahannya.. cukup sekali semprot sehari, udh deh, ga ush semprot2 lagi. Ini aja awet sampe 2 bulan. bener2 ga bisa ngomong apa2 lagi. Sukses deh buat tim marketing nya. btw, thank you free sample nya 💜 saff&co jaya jaya jaya!!!",5,gilaaa gilaa saffco hands up buat tim udh ga tau lagi mau gimana ini yg lima kali aku repurchase dengan wangi dan varian yg sama yaitu loui dari yg packaging sederhana sampe packaging yg mewah banget gila mo nang loudlycryingface loudlycryingface untuk wangi ga perlu diraguin lagi tiap aku lewat langsung pada ngeliatin apalagi yang varian loui ini beuhhh wangi seger banget kaya abis mandi memang awal kaya bau parfum murah biasa tapi makin lama apalagi makin keringetan makin keluar wangi untuk tahan bisa tahan jam tanpa reapply se lama itu dia cukup sekali semprot hari udh deh ga ush semprot lagi ini aja awet sampe bulan bener ga bisa ngomong apa lagi sukses deh buat tim marketing btw thank you free sample purpleheart saffco jaya jaya jaya
"produk sangat sesuai, proses pengirimannya pun sangat cepat, dan dapet bonus juga. Thanks seller.",5,produk sangat sesuai proses pun sangat cepat dan dapet bonus juga thanks seller
Packingannya superrr amaaan bestieee. Soal wangi ga perlu diragukan lagi. Awet bat bestiee. Fresh pula. Luvvv,5,superrr amaaan bestieee soal wangi ga perlu ragu lagi awet bat bestiee fresh pula luvvv
"pangiriman cepat, aman, produk original dan masih segel, wangi nya cocok untuk wanita",5,pangiriman cepat aman produk original dan masih segel wangi cocok untuk wanita
"Pelayanan seller oke. Parfum nya enak juga wanginya menurut hidung aku. Cocok utk cowok. Packaging nya luar biasa, cocok banget kalau utk dijadiin hadiah. Dikasi tester varian Saff juga. Thanks !",5,layan seller oke parfum enak juga turut hidung aku cocok utk cowok packaging luar biasa cocok banget kalau utk dijadiin hadiah kasi tester varian saff juga thanks
"ini pertama kali nyoba saff & Co, meskipun wanginya cenderung kuat ketika disemprot, tapi kemudian jadi soft. kirain ga tahan lama, karena sampai di kerjaan ga merasa wangi, tapi ternyata justru orang lain masih mencium aroma wanginya. kesimpulan: wanginya tahan lama.",5,ini pertama kali nyoba saff co meski cenderung kuat ketika semprot tapi kemudian jadi soft kirain ga tahan lama karena sampai di kerja ga rasa wangi tapi nyata justru orang lain masih cium aroma simpul tahan lama
"wanginya enak mewah gak murahan, sayang testernya abis dan proses pengirimannya sedikit lambat",5,enak mewah gak murah sayang abis dan proses sedikit lambat
Packagingnya baru baguss👍 wangi loiu ga pernah gagal. Love it so much!!🫶🏻,5,baru baguss thumbsup wangi loiu ga pernah gagal love it so much hearthandslightskintone
"bau mawarnya tuh ga langsung, selang 10 menitan gt wanginya awet up to 6 jam, tp bukan tipe yg semerbak sampai ternotice “WAH WANGI BGT” tp kalo diendus2 kecium gt",5,bau tuh ga langsung selang menit gt awet up to jam tp bukan tipe yg semerbak sampai ternotice  wah wangi bgt  tp kalo endus cium gt
"wanginya enak loui, tapi tutup botolnya rada bocor huhh. dpt tester Maleali wanginya mirip parfum axe heheh",5,enak loui tapi tutup rada bocor huhh dpt tester maleali mirip parfum axe heheh
"kemarin udah coba beli vialnya dan sniff varian yang lain di offline storenya tapi tetep balik ke LOUI. Definisi parfum yang ngebawa kita berasa di taman bunga, wangi dan semerbak🌹 ✨ Untuk ketahanannya sendiri ga usah diraguin, setelah pakaian dicuci juga masih nempel baunya🥺🥺",5,kemarin udah coba beli dan sniff varian yang lain di offline tapi tetep balik ke loui definisi parfum yang ngebawa kita asa di taman bunga wangi dan semerbak rose sparkles untuk sendiri ga usah diraguin telah pakai cuci juga masih nempel pleadingface pleadingface
"Loui bau nya diawal agak kurang enak tapi lama kelamaan jadi bau yang pas gtu kalu dipake sehari2 cocok banget buat ngasih vibe elegan gtu sii afternyaa sukaa dan dpt sample troupe, yg juga awalnya agak penasaran sama bau nya tapi ternyata gak cocok di aku hehehe",5,loui bau awal agak kurang enak tapi lama lama jadi bau yang pas gtu kalu dipake hari cocok banget buat ngasih vibe elegan gtu sii afternyaa sukaa dan dpt sample troupe yg juga agak penasaran sama bau tapi nyata gak cocok di aku hehehe
"Wanginya unik, enak, bikin ketagihan. Beneran wanginya awet. Packagingnya juga bagus jadi keliatan mewah. Botolnya juga kuat dan kokoh. Sekali semprot udah wangi banget, semprot di baju wanginya lebih awet. Istri saya suka banget",5,unik enak bikin tagih beneran awet juga bagus jadi liat mewah juga kuat dan kokoh sekali semprot udah wangi banget semprot di baju lebih awet istri saya suka banget
"respon cepat dan ramah. packingan baik sekali. proses n pengiriman super cepat, top 👍",5,respon cepat dan ramah packingan baik sekali proses n kirim super cepat top thumbsup
"Pertama kali coba,, wanginya enak banget ☺️💞",5,pertama kali coba enak banget smilingface revolvinghearts
"dari sekian banyak parfum lokal. saff paling tahan lama. untuk indoor bisa seharian lebih masih nempel di baju. kalau outdoor, jadi 50% lebih cepet ilang. apalagi keringetan. setelah nyoba kemasan travel, baru cocok sama seri loui ini. agak manly ntk cewe di awal tapi afternya enak kok. aroma bunga",5,dari sekian banyak parfum lokal saff paling tahan lama untuk indoor bisa hari lebih masih nempel di baju kalau outdoor jadi lebih cepet ilang apalagi keringetan telah nyoba kemas travel baru cocok sama seri loui ini agak manly ntk cewe di awal tapi enak kok aroma bunga
Wanginya enak dan bertahan lama bangeeet. Kemasannya lucu dan dijamin ga bakalan pecah karena boxnya sendiri lucu dan additional double box.,5,enak dan tahan lama bangeeet lucu dan jamin ga bakal pecah karena sendiri lucu dan additional double box
"Udah nyoba beberapa variannya, tapi tetep Loui juaranya 💜 minusnya mungkin packagingnya ya, sepertinya perlu pakai kemasan yang transparan supaya pengguna juga ngira-ngira habisnya kapan",5,udah nyoba beberapa tapi tetep loui purpleheart mungkin ya perlu pakai kemas yang transparan supaya guna juga ngirangira kapan
"Pembelian ke-2, best emang. Waktu dulu beli tutupnya mudah lepas (dulu dibalik aja uda lepas), yang sekarang lebih bagus, gripnya cukup dan ga sulit juga buat dibuka. Seller juga fast respon dan prosesnya. 👍🏻",5,beli ke best emang waktu dulu beli mudah lepas dulu balik aja uda lepas yang sekarang lebih bagus cukup dan ga sulit juga buat buka seller juga fast respon dan thumbsuplightskintone
Beli yg Loui gagara nonton Video JU terus kepo.. pas sampe not my type of scent sih tapi seneng bgt seller ramah fast respon dan dapat bonus yg SOTB (itu ga si namanya?). Nah! Bonusnya malah enak kynya next purchase bakal beli varian SOTB atau varian lain hehe,5,beli yg loui gagara nonton video ju terus kepo pas sampe not my type of scent sih tapi neng bgt seller ramah fast respon dan dapat bonus yg sotb itu ga si nah malah enak next purchase bakal beli varian sotb atau varian lain hehe
"packagingnya lucu sekali, wangi awet dari pagi sampai malam masih segar",5,lucu sekali wangi awet dari pagi sampai malam masih segar
Best seller respon cepat barang sesuai deskripsi,5,best seller respon cepat barang sesuai deskripsi
"Pembelian ke 5 karena bener2 wanginya enak banget. Soft bunga segar di awal, dry downnya musky. Walaupun wanginya soft, ketahanannya bisa seharian. Gak nge stain juga klo disemprot di baju putih Terus daper tester Maleali (belum released deh sepertinya). Wanginya cukup unik, tapi enak. Cocok dipake cowok Pengirimannya juga cepet. Keren deh saff & co!!!",5,beli ke karena bener enak banget soft bunga segar di awal dry musky walaupun soft bisa hari gak nge stain juga klo semprot di baju putih terus daper tester maleali belum released deh cukup unik tapi enak cocok dipake cowok juga cepet keren deh saff co
"wanginya enak bgt, waktu awal emg agak strong cuman waktu udah selang beberapa jam jadi wangi soft. terus awet juga baunya.",5,enak bgt waktu awal emg agak strong cuman waktu udah selang beberapa jam jadi wangi soft terus awet juga
"Loui ini lbh k floral and sangat green. Gak manis, tp fresh. Lama lama ke basenote yang sbnrnya agak rempah sedikit but unik si jadinya. Packaging 100! Keren kl buat kado gt kekny. Dpt free 2 mL ostara, ok lah buat next referensi kalo mau beli lagi😄😄😁",5,loui ini lbh k floral and sangat green gak manis tp fresh lama lama ke basenote yang agak rempah sedikit but unik si packaging keren kl buat kado gt kekny dpt free ml ostara ok lah buat next referensi kalo mau beli lagi grinningfacewithsmilingeyes grinningfacewithsmilingeyes beamingfacewithsmilingeyes
"Sesuka itu sama wanginya loui, dapet extra pula loph 🫶",5,suka itu sama loui dapet extra pula loph hearthands
wangi floralnya mantap sekali langsung keep dua takut sold out,5,wangi mantap sekali langsung keep dua takut sold out
"First time beli merk saff karena habis minta punya temen yang CHNO dan mencoba beli yang bau lain, ternyata lebih cocok sama bau LOUI ini",5,first time beli merk saff karena habis minta temen yang chno dan coba beli yang bau lain nyata lebih cocok sama bau loui ini
"Beli ini pas 10.10 terus tambah diskon dari tokped jadi cuma 170k untung banget deh, pengemasan lama tapi pengiriman cepet banget 2 hari udh sampai Malang. Wanginya diawal nyegrak banget tp afternya soft trs awett banget",5,beli ini pas terus tambah diskon dari tokped jadi cuma k untung banget deh emas lama tapi kirim cepet banget hari udh sampai malang awal nyegrak banget tp soft trs awett banget
"Puas banget deh sama Saff & Co Jujur ini mah, tadinya bukan penyuka parfum, anti malah sebenernya, mostly yang pake parfum itu bikin pusing.. Tapi setelah beli 1 kemarin yang CHNO, hmmm sepertinya saya harus beli yang lain, mantap pokonya Ditunggu yang S.O.T.B nya min",5,puas banget deh sama saff co jujur ini mah bukan suka parfum anti malah mostly yang pake parfum itu bikin pusing tapi telah beli kemarin yang chno hmmm saya harus beli yang lain mantap tunggu yang sotb min
Kalau untuk wangi dan ketahanan saff n co udh ga usah diragukan sudah 🫶 cuman mau masukan aja aku suka sama desaign botol dan warnanya cuman bbrp kali beli semprotannya kdg meleber jd item2 pas ditangan. Yg botol tester juga begitu,5,kalau untuk wangi dan tahan saff n co udh ga usah ragu sudah hearthands cuman mau masuk aja aku suka sama desaign botol dan cuman bbrp kali beli kdg leber jd item pas tang yg botol tester juga begitu
"wanginya suka, aroma cewek bgt & tahan lama. packaging bagus, bs buat kado. trimakasih dikasih gift kemasan kecil.",5,suka aroma cewek bgt tahan lama packaging bagus bs buat kado trimakasih kasih gift kemas kecil
"Produk sesuai deskripsi, dpt harga flash sale & pengiriman aman",5,produk sesuai deskripsi dpt harga flash sale kirim aman
"Wanginya segar dan manis. Tapi bukan manis vanilla gt. Cocok buat dipake sehari2. Pertama kali beli parfum saff & co, blind buy pula, dan alhamdulillah sukaaa. Cocok sama wanginya 😻👏🏻",5,segar dan manis tapi bukan manis vanilla gt cocok buat dipake hari pertama kali beli parfum saff co blind buy pula dan alhamdulillah sukaaa cocok sama smilingcatwithhearteyes clappinghandslightskintone
"Pengiriman cepat, aman, kemasan produk juga baik. Produk sesuai pesanan. Terima kasih.",5,kirim cepat aman kemas produk juga baik produk sesuai pesan terima kasih
wanginya cewek bgt... wangi manis gitu.. tipe parfum buat cewe kue yang feminim... tpi mmg beneran awet pake mandi itu wanginya ttp nempel 🙈,4,cewek bgt wangi manis gitu tipe parfum buat cewe kue yang feminim tpi mmg beneran awet pake mandi itu ttp nempel seenoevilmonkey
"packing aman dan rapi, istri malah lebih suka sama sampel nya, mungkin sampel nya pure tanpa alcohol, lumayan lah dengan range harga segini, thank you",5,packing aman dan rapi istri malah lebih suka sama sampel mungkin sampel pure tanpa alcohol lumayan lah dengan range harga gin thank you
"Saran : tetep buka untuk weekend, barang oke",4,saran tetep buka untuk weekend barang oke
"Wanginya enak, sweet flowery girly gitu, tapi bukan yg powdery atau yg offensive. It’s so lovely that I can wear it before going to sleep. Longevity, silage sama projection ok banget. Pertama kenal beli decant, barengan sama 11 parfum lainnya gw test di paper. Yg wanginya bisa stand out setelah beberapa jam itu si Loui ini",5,enak sweet flowery girly gitu tapi bukan yg powdery atau yg offensive its so lovely that i can wear it before going to sleep longevity silage sama projection ok banget pertama kenal beli decant bareng sama parfum gw test di paper yg bisa stand out telah beberapa jam itu si loui ini
"Alhamdulillah sampai dengan selamat, InshaAllah bermanfaat.  pelapak oke banget recommended seller fast respond barangnya oke",5,alhamdulillah sampai dengan selamat inshaallah manfaat lapak oke banget recommended seller fast respond oke
"packing rapih, ori dan dikasih bonus vial",5,packing rapih ori dan kasih bonus vial
wanginya enak packaging bagus sekali,5,enak packaging bagus sekali
"pengemasannya cepet banget, pengirimannya juga cepet padahal aku diluar pulau jawa, 3 hari barangnya udah sampai, adminnya fast respon, good joob for all team!. parfumnya gila tahan lama banget, semprot di nadi, udah cuci tangan bahkan nyuci bajupun baunya tetep nempel cuman baunya kurang menyeruak aja, perlu diendus dlu, kalau mau baunya menyeruak harus dispray banyak2 dlu. spraynya pun bagus karena aerosolnya nyebar, paham ga sii, spraynya gak segaris aja tapi nyebar, cintakkk💖💖💖 btw kalau kalian suka bau yg soft bunga-kalem, loui is made specially for youuu. btw cant wait for s.o.t.b to launch!! xoxo.",5,cepet banget juga cepet padahal aku luar pulau jawa hari udah sampai fast respon good joob for all team gila tahan lama banget semprot di nadi udah cuci tangan bahkan nyuci baju tetep nempel cuman kurang seruak aja perlu endus dlu kalau mau seruak harus dispray banyak dlu pun bagus karena nyebar paham ga sii gak segar aja tapi nyebar cintakkk sparklingheart sparklingheart sparklingheart btw kalau kalian suka bau yg soft bungakalem loui is made specially for youuu btw cant wait for sotb to launch xoxo
"saff&co full size pertamaku, wanginya unisex, fresh ada floralnya juga, agak powdery, aman untuk dipakai sehari hari, cocok segala suasana",5,saffco full size pertama unisex fresh ada juga agak powdery aman untuk pakai hari hari cocok segala suasana
wanginya enak semoga bertahan lama packaging baguss aman dan rapih,5,enak moga tahan lama packaging baguss aman dan rapih
"Barang udah sampai, sesuai pesanann. Pengiriman baik, makasi bnyak seller! 🙏🏻",5,barang udah sampai sesuai pesanann kirim baik makas bnyak seller foldedhandslightskintone
"kualitas tdk diragukan lagi, pengiriman cepat, bakal order lagi",5,kualitas tdk ragu lagi kirim cepat bakal order lagi
kece banget packaging dan cepet sampenya.. thank you,5,kece banget packaging dan cepet thank you
"beli Loui setelah nontonin banyak review ttg parfum ini. orang2 bilang wanginya cewe feminin yg kalem anggun karna flowery yg clean. jadi aku penasaran. jujur waktu semprotan pertama aku yg ""kok gini wanginya"" bunga banget yg sebenernya bukan tipeku. tp waktu sudah kering, mulai kecium middle notes mulai kerasa enak, apalagi waktu based notesnya kecium, cocok di aku. longevity nya di aku 5 jam-an lebih. dapat free fial yg Las Pozas DEMI APA enak banget *** Pozas weh, dari semprotan pertama sampai ke based asli enak bgt. definisi parfum yg suasana segar daun2 di hutan pada pagi hari. next pengen cobain yg full botolnya Las Pozas deh. makasi min",5,beli loui telah nontonin banyak review ttg parfum ini orang bilang cewe feminin yg kalem anggun karna flowery yg clean jadi aku penasaran jujur waktu semprot pertama aku yg kok gin bunga banget yg bukan tipe tp waktu sudah kering mulai cium middle notes mulai rasa enak apalagi waktu based cium cocok di aku longevity di aku jaman lebih dapat free fial yg las pozas demi apa enak banget pozas weh dari semprot pertama sampai ke based asli enak bgt definisi parfum yg suasana segar daun di hutan pada pagi hari next ken cobain yg full las pozas deh makas min
moga wanginya cocok. packing rapi dan respon cpt.,5,moga cocok packing rapi dan respon cpt
"Barang sesuai pesanan, pengiriman cepat, pengemasan jg aman dan rapih. Terima kasih.",5,barang sesuai pesan kirim cepat emas jg aman dan rapih terima kasih
"Awalnya beli travel size, suka wanginya.. trus pas lagi diskon gede langsung check out deh.",5,beli travel size suka trus pas lagi diskon gede langsung check out deh
"enak banget wanginya!!! tipe tipe wangi mahal, ga tua, & ga enek. tahan lama lagi. 10/10🫶🏼🫶🏼🫶🏼🫶🏼",5,enak banget tipe tipe wangi mahal ga tua ga enek tahan lama lagi hearthandsmediumlightskintone hearthandsmediumlightskintone hearthandsmediumlightskintone hearthandsmediumlightskintone
"Wanginya sesuai selera istri, packaging aman mantap, dapet bonus sample juga",5,sesuai selera istri packaging aman mantap dapet bonus sample juga
barang dikirim dengan cepat dan sampai dalam keadaan baik. terima kasih juga untuk sampel varian s.o.t.b nya!!!❤️,5,barang kirim dengan cepat dan sampai dalam ada baik terima kasih juga untuk sampel varian sotb redheart
"wangi buangetttt, setiap lewat selalu ditanyain pake parfume apaa, cintaa banget deh pokokny",5,wangi buangetttt tiap lewat selalu ditanyain pake parfume apaa cintaa banget deh pokokny
Jujury aku suka banget banget bangetttt sama semua parfumnya saff n co karna bener2 tahan lama. Tp plisss buat semprotannya di ganti untuk yg uk 30ml. Kurang nyebar gitu semprotannya😭 Kalo untuk wanginya sih semua juaraaa ga usah diragukan lagi,5,jujury aku suka banget banget bangetttt sama semua saff n co karna bener tahan lama tp plisss buat di ganti untuk yg uk ml kurang nyebar gitu loudlycryingface kalo untuk sih semua juaraaa ga usah ragu lagi
Tbh kurang cocok sama yang Ostara but i loooove LOVE the Loui one!!!! 😍 bakal aku pakai daily utk ngantor because the scent is very subtle and not overbearing at all,5,tbh kurang cocok sama yang ostara but i loooove love the loui one smilingfacewithhearteyes bakal aku pakai daily utk ngantor because the scent is very subtle and not overbearing at all
Baru datang tapi kurang cocok sama baunya. Ketahannya oke kok mayan lama..,4,baru datang tapi kurang cocok sama oke kok mayan lama
produk original. packingnya jg aman. tq seller,5,produk original jg aman tq seller
"wanginya tahan lama, soft, cocok buat yang suka wangi bunga tapi kalem, pakai ini berasa ada di taman bunga yang tenang, aromanya mirip dior tapi tidak terlalu mirip, thankyou saff co ♡",5,tahan lama soft cocok buat yang suka wangi bunga tapi kalem pakai ini asa ada di taman bunga yang tenang mirip dior tapi tidak terlalu mirip thankyou saff co 
"Wanginya manis dan lembut, tapi agak kurang awet. Sesuai harga. Boleh lah untuk sehari2 aja. Thank you seller",5,manis dan lembut tapi agak kurang awet sesuai harga boleh lah untuk hari aja thank you seller
